Year	1958	1958	1958	1958	1958	1958	1958	1958	1958	1958	1958	1958	1959	1959	1959	1959	1959	1959	1959	1959	1959	1959	1959	1959	1960	1960	1960	1960	1960	1960	1960	1960	1960	1960	1960	1960	1961	1961	1961	1961	1961	1961	1961	1961	1961	1961	1961	1961	1962	1962	1962	1962	1962	1962	1962	1962	1962	1962	1962	1962	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1963	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1964	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1966	1966	1966	1966	1966	1966	1966	1966	1966	1966	1966	1966	1967	1967	1967	1967	1967	1967	1967	1967	1967	1967	1967	1967	1968	1968	1968	1968	1968	1968	1968	1968	1968	1968	1968	1968	1969	1969	1969	1969	1969	1969	1969	1969	1969	1969	1969	1969	1970	1970	1970	1970	1970	1970	1970	1970	1970	1970	1970	1970	1971	1971	1971	1971	1971	1971	1971	1971	1971	1971	1971	1971	1972	1972	1972	1972	1972	1972	1972	1972	1972	1972	1972	1972
Issue	1	2	3	4	5	6	7	8	9	10	11	12	1	2	3	4	5	6	7	8	9	10	11	12	1	2	3	4	5	6	7	8	9	10	11	12	1	2	3	4	5	6	7	8	9	10	11	12	1	2	3	4	5	6	7	8	9	10	11	12	1	2	3	4	5	6	7	8	9	10	11	12	1	2	3	4	5	6	7	8	9	10	11	12	1	2	3	4	5	6	7	8	9	10	11	12	1	2	3	4	5	6	7	8	9	10	11	12	1	2	3	4	5	6	7	8	9	10	11	12	1	2	3	4	5	6	7	8	9	10	11	12	1	2	3	4	5	6	7	8	9	10	11	12	1	2	3	4	5	6	7	8	9	10	11	12	1	2	3	4	5	6	7	8	9	10	11	12	1	2	3	4	5	6	7	8	9	10	11	12
Chief editor	Ф. И. Панферов	Ф. И. Панферов	Ф. И. Панферов	Ф. И. Панферов	Ф. И. Панферов	Ф. И. Панферов	Ф. И. Панферов	Ф. И. Панферов	Ф. И. Панферов	Ф. И. Панферов	Ф. И. Панферов	Ф. И. Панферов	Ф. И. Панферов	Ф. И. Панферов	Ф. И. Панферов	Ф. И. Панферов	Ф. И. Панферов	Ф. И. Панферов	Ф. И. Панферов	Ф. И. Панферов	Ф. И. Панферов	Ф. И. Панферов	Ф. И. Панферов	Ф. И. Панферов	Ф. И. Панферов	Ф. И. Панферов	Ф. И. Панферов	Ф. И. Панферов	Ф. И. Панферов	Ф. И. Панферов	Ф. И. Панферов	Ф. И. Панферов	Ф. И. Панферов					В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов	В. A. Кочетов
Deputy editor														Л. Р. Шейнин	Л. Р. Шейнин	Л. Р. Шейнин	Л. Р. Шейнин	Л. Р. Шейнин	Л. Р. Шейнин	Л. Р. Шейнин	Л. Р. Шейнин	Л. Р. Шейнин	Л. Р. Шейнин	Л. Р. Шейнин	Л. Р. Шейнин			Л. Р. Шейнин	Л. Р. Шейнин	Л. Р. Шейнин	Л. Р. Шейнин	И. Ф. Виниченко	Л. Р. Шейнин	Л. Р. Шейнин	Л. Р. Шейнин	Л. Р. Шейнин	Л. Р. Шейнин	Л. Р. Шейнин	Л. Р. Шейнин																																																																																																																																													
Deputy editor														С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	В. В. Фролов	В. В. Фролов	Л. Р. Шейнин	Л. Р. Шейнин	В. В. Фролов	В. В. Фролов	В. В. Фролов	В. В. Фролов	В. В. Фролов	В. В. Фролов	В. В. Фролов	В. В. Фролов	В. В. Фролов	В. В. Фролов	П. Карелин	П. Карелин	Л. Р. Шейнин	Л. Р. Шейнин	Л. Р. Шейнин	Л. Р. Шейнин	П. Карелин	П. Карелин	П. Карелин	П. Карелин	П. Карелин	П. Карелин	П. Карелин	П. Карелин	П. Карелин	П. Карелин	П. Карелин	П. Карелин	П. Карелин	П. Карелин	П. Карелин	П. Карелин	П. Карелин	П. Карелин	П. Карелин	П. Карелин	П. Карелин	П. Карелин	П. Карелин	П. Карелин	П. Карелин	П. Карелин	П. Карелин	П. Карелин	П. Карелин	П. Карелин	П. Карелин	П. Карелин	П. Карелин				Д. Стариков	Д. Стариков	Д. Стариков	Д. Стариков	Д. Стариков	Д. Стариков	Д. Стариков	Д. Стариков	Д. Стариков	Д. Стариков	Д. Стариков	Д. Стариков	Д. Стариков	Д. Стариков	Д. Стариков	Д. Стариков	Д. Стариков	Д. Стариков	Д. Стариков	Д. Стариков	Д. Стариков	Д. Стариков	Д. Стариков	Д. Стариков	Д. Стариков	Д. Стариков	Д. Стариков	Д. Стариков	Д. Стариков	Д. Стариков	Д. Стариков	Д. Стариков	Д. Стариков	Д. Стариков	Д. Стариков	Д. Стариков	Д. Стариков	Д. Стариков	Д. Стариков	Д. Стариков	Д. Стариков	Д. Стариков	Д. Стариков	Д. Стариков	Д. Стариков	Д. Стариков	Д. Стариков	Д. Стариков	Д. Стариков	П. Строков	П. Строков	П. Строков	П. Строков	П. Строков	П. Строков	П. Строков	П. Строков	П. Строков	П. Строков	П. С. Строков	П. С. Строков	П. С. Строков	П. С. Строков	П. С. Строков	П. С. Строков	П. С. Строков	П. С. Строков	П. С. Строков	П. С. Строков	П. С. Строков	П. С. Строков	П. С. Строков	П. С. Строков	П. С. Строков	П. С. Строков	П. С. Строков	П. С. Строков	П. С. Строков	П. С. Строков	П. С. Строков	П. С. Строков	П. С. Строков	П. С. Строков	П. С. Строков	П. С. Строков	П. С. Строков	П. С. Строков	П. С. Строков	П. С. Строков	П. С. Строков	П. С. Строков	П. С. Строков	П. С. Строков	П. С. Строков	П. С. Строков	П. С. Строков	П. С. Строков	П. С. Строков	П. С. Строков	П. С. Строков	П. С. Строков
Deputy editor														В. В. Фролов	В. В. Фролов	В. В. Фролов	В. В. Фролов	В. В. Фролов	В. В. Фролов	В. В. Фролов	В. В. Фролов	В. В. Фролов	В. В. Фролов			В. В. Фролов	В. В. Фролов													П. Карелин	П. Карелин	П. Карелин	П. Карелин			А. Дымшиц	А. Дымшиц	А. Дымшиц	А. Дымшиц	А. Дымшиц	А. Дымшиц	А. Дымшиц	А. Дымшиц	А. Дымшиц	А. Дымшиц	А. Дымшиц	А. Дымшиц	А. Дымшиц	А. Дымшиц	А. Дымшиц						П. Строков	П. Строков	П. Строков	П. Строков	П. Строков	П. Строков	П. Строков	П. Строков	П. Строков	П. Строков	П. Строков	П. Строков	П. Строков	П. Строков	П. Строков	П. Строков	П. Строков	П. Строков	П. Строков	П. Строков	П. Строков	П. Строков	П. Строков	П. Строков	П. Строков	П. Строков	П. Строков	П. Строков	П. Строков	П. Строков	П. Строков	П. Строков	П. Строков	П. Строков	П. Строков	П. Строков	П. Строков	П. Строков	П. Строков	П. Строков	П. Строков	П. Строков	П. Строков	П. Строков	П. Строков	П. Строков	П. Строков	П. Строков	П. Строков	П. Строков	П. Строков	П. Строков	П. Строков	П. Строков	П. Строков	П. Строков	П. Строков	П. Строков	П. Строков	П. Строков	П. Строков	П. Строков	П. Строков								Н. А. Горбачев	Н. А. Горбачев	Н. А. Горбачев	Н. А. Горбачев	Н. А. Горбачев	Н. А. Горбачев	Н. А. Горбачев	Н. А. Горбачев	Н. А. Горбачев	Н. А. Горбачев	Н. А. Горбачев	Н. А. Горбачев	Н. А. Горбачев	Н. А. Горбачев	Н. А. Горбачев	Н. А. Горбачев	Н. А. Горбачев	Н. А. Горбачев	Н. А. Горбачев	Н. А. Горбачев	Н. А. Горбачев	Н. А. Горбачев	Н. А. Горбачев	Н. А. Горбачев	Н. А. Горбачев	Н. А. Горбачев	Н. А. Горбачев	Н. А. Горбачев	Н. А. Горбачев	Н. А. Горбачев	Н. А. Горбачев	Н. А. Горбачев	Н. А. Горбачев												
Editor	А. Д. Андреев	А. Д. Андреев	А. Д. Андреев	А. Д. Андреев	А. Д. Андреев	А. Д. Андреев	А. Д. Андреев	А. Д. Андреев	А. Д. Андреев	А. Д. Андреев	А. Д. Андреев	А. Д. Андреев	А. Д. Андреев	А. Д. Андреев	А. Д. Андреев	А. Д. Андреев	А. Д. Андреев	А. Д. Андреев	А. Д. Андреев	А. Д. Андреев	А. Д. Андреев	А. Д. Андреев	А. Д. Андреев	А. Д. Андреев	А. Д. Андреев	А. Д. Андреев	А. Д. Андреев	А. Д. Андреев	А. Д. Андреев	А. Д. Андреев	А. Д. Андреев	А. Д. Андреев	А. Д. Андреев	А. Д. Андреев	А. Д. Андреев	А. Д. Андреев	А. Д. Андреев	А. Д. Андреев	А. Д. Андреев	А. Д. Андреев	А. Д. Андреев	А. Д. Андреев	А. Д. Андреев	А. Д. Андреев	А. Д. Андреев	А. Д. Андреев	А. Д. Андреев	А. Д. Андреев	А. Д. Андреев	А. Д. Андреев	А. Д. Андреев	А. Д. Андреев	А. Д. Андреев	А. Д. Андреев	А. Д. Андреев	А. Д. Андреев	А. Д. Андреев	А. Д. Андреев	А. Д. Андреев	А. Д. Андреев	А. Д. Андреев	А. Д. Андреев	А. Д. Андреев	А. Д. Андреев	А. Д. Андреев	А. Д. Андреев	А. Д. Андреев	А. Д. Андреев	А. Д. Андреев	А. Д. Андреев	А. Д. Андреев	А. Д. Андреев	А. Д. Андреев	А. Д. Андреев	А. Д. Андреев	А. Д. Андреев	А. Д. Андреев	А. Д. Андреев	А. Д. Андреев	А. Д. Андреев	А. Д. Андреев	А. Д. Андреев	А. Д. Андреев	А. Д. Андреев	А. Д. Андреев	А. Д. Андреев	А. Д. Андреев	А. Д. Андреев	А. Д. Андреев	А. Д. Андреев	А. Д. Андреев	А. Д. Андреев	А. Д. Андреев	А. Д. Андреев	А. Д. Андреев	А. Д. Андреев	А. Д. Андреев	А. Д. Андреев	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский
Editor	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	С. П. Бабаевский	М. С. Бубеннов	М. С. Бубеннов	М. С. Бубеннов	М. С. Бубеннов	М. С. Бубеннов	М. С. Бубеннов	М. С. Бубеннов	М. С. Бубеннов	М. С. Бубеннов	М. С. Бубеннов	М. С. Бубеннов	М. С. Бубеннов	М. С. Бубеннов	М. С. Бубеннов	М. С. Бубеннов	М. С. Бубеннов	М. С. Бубеннов	М. С. Бубеннов	М. С. Бубеннов	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев
Editor	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	И. Ф. Виниченко	И. Ф. Виниченко	И. Ф. Виниченко	И. Ф. Виниченко	И. Ф. Виниченко	И. Ф. Виниченко	И. Ф. Виниченко	И. Ф. Виниченко	И. Ф. Виниченко	И. Ф. Виниченко	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	М. С. Бубеннов	М. С. Бубеннов	М. С. Бубеннов	М. С. Бубеннов	М. С. Бубеннов	М. С. Бубеннов	М. С. Бубеннов	М. С. Бубеннов	М. С. Бубеннов	М. С. Бубеннов	М. С. Бубеннов	М. С. Бубеннов	М. С. Бубеннов	М. С. Бубеннов	М. С. Бубеннов	М. С. Бубеннов	М. С. Бубеннов	М. С. Бубеннов	М. С. Бубеннов	М. С. Бубеннов	М. С. Бубеннов	М. С. Бубеннов	М. С. Бубеннов	М. С. Бубеннов	М. С. Бубеннов	М. С. Бубеннов	М. С. Бубеннов	М. С. Бубеннов	М. С. Бубеннов	М. С. Бубеннов	М. С. Бубеннов	М. С. Бубеннов	М. С. Бубеннов	М. С. Бубеннов	М. С. Бубеннов	М. С. Бубеннов	М. С. Бубеннов	М. С. Бубеннов	М. С. Бубеннов	М. С. Бубеннов	М. С. Бубеннов	М. С. Бубеннов	М. С. Бубеннов	М. С. Бубеннов	М. С. Бубеннов	М. С. Бубеннов	М. С. Бубеннов	М. С. Бубеннов	М. С. Бубеннов	М. С. Бубеннов	М. С. Бубеннов	М. С. Бубеннов	М. С. Бубеннов	М. С. Бубеннов	М. С. Бубеннов	М. С. Бубеннов	М. С. Бубеннов	М. С. Бубеннов	М. С. Бубеннов	М. С. Бубеннов	М. С. Бубеннов	М. С. Бубеннов	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	С. А. Васильев	З. Г. Гордейчев	З. Г. Гордейчев	З. Г. Гордейчев	З. Г. Гордейчев	З. Г. Гордейчев	З. Г. Гордейчев	З. Г. Гордейчев	З. Г. Гордейчев	З. Г. Гордейчев	З. Г. Гордейчев	З. Г. Гордейчев	З. Г. Гордейчев	З. Г. Гордейчев	З. Г. Гордейчев	З. Г. Гордейчев	З. Г. Гордейчев	З. Г. Гордейчев	З. Г. Гордейчев	З. Г. Гордейчев	З. Г. Гордейчев	З. Г. Гордейчев	З. Г. Гордейчев	З. Г. Гордейчев	З. Г. Гордейчев	З. Г. Гордейчев	З. Г. Гордейчев	З. Г. Гордейчев	З. Г. Гордейчев	З. Г. Гордейчев	З. Г. Гордейчев	З. Г. Гордейчев	З. Г. Гордейчев	З. Г. Гордейчев	З. Г. Гордейчев	З. Г. Гордейчев	З. Г. Гордейчев	З. Г. Гордейчев	З. Г. Гордейчев	З. Г. Гордейчев	З. Г. Гордейчев	З. Г. Гордейчев	З. Г. Гордейчев	З. Г. Гордейчев	З. Г. Гордейчев	З. Г. Гордейчев	З. Г. Гордейчев	З. Г. Гордейчев	З. Г. Гордейчев	З. Г. Гордейчев	З. Г. Гордейчев	З. Г. Гордейчев	Н. А. Горбачев	Н. А. Горбачев	Н. А. Горбачев	Н. А. Горбачев	Н. А. Горбачев	Н. А. Горбачев	Н. А. Горбачев	Н. А. Горбачев	Н. А. Горбачев	Н. А. Горбачев	Н. А. Горбачев	Н. А. Горбачев
